,image_id,width,height,x,y,w,h,class
2184,4360,1622,626,970,188,50,50,2
2185,4360,1622,626,859,278,36,36,5
2186,4360,1622,626,28,99,63,68,2
2187,4361,1622,626,1231,212,37,28,2
2188,4361,1622,626,1232,181,35,30,4
2189,4363,1622,626,913,262,19,17,2
2190,4364,1622,626,1086,226,50,53,4
2191,4364,1622,626,1083,283,56,54,2
2192,4367,1622,626,1363,135,85,103,3
2193,4367,1622,626,1334,247,31,31,1
2194,4367,1622,626,711,295,16,16,2
2195,4367,1622,626,709,265,17,16,5
2196,4368,1622,626,592,314,16,16,5
2197,4368,1622,626,449,345,6,7,2
2198,4370,1622,626,1208,270,73,83,2
2199,4372,1622,626,1056,228,14,24,5
2200,4372,1622,626,726,241,14,13,5
2201,4372,1622,626,674,229,13,13,2
2202,4374,1622,626,671,212,47,52,4
2203,4374,1622,626,669,106,47,58,5
2204,4374,1622,626,777,196,31,41,2
2205,4374,1622,626,479,192,21,29,1
2206,4374,1622,626,480,223,25,28,7
2207,4374,1622,626,1261,216,30,25,2
2208,4374,1622,626,1338,188,42,36,5
2209,4374,1622,626,1223,223,11,10,4
2210,4374,1622,626,1221,233,14,12,2
2211,4376,1622,626,497,62,87,87,5
2212,4376,1622,626,961,230,56,64,3
2213,4377,1622,626,921,229,70,69,3
2214,4377,1622,626,675,340,8,12,1
2215,4377,1622,626,875,336,13,14,2
2216,4379,1622,626,983,175,42,46,2
2217,4379,1622,626,988,123,35,46,4
2218,4379,1622,626,836,205,21,20,6
2219,4379,1622,626,834,228,25,20,6
2220,4379,1622,626,292,187,30,29,6
2221,4379,1622,626,289,216,31,23,6
2222,4381,1622,626,993,282,19,17,5
2223,4381,1622,626,1498,314,30,21,5
2224,4381,1622,626,1494,285,31,28,2
2225,4382,1622,626,469,105,38,67,2
2226,4382,1622,626,140,118,24,44,1
2227,4382,1622,626,142,166,30,43,7
2228,4382,1622,626,1368,176,54,39,2
2229,4382,1622,626,1555,108,66,67,5
2230,4382,1622,626,1288,198,15,13,4
2231,4382,1622,626,1285,212,17,12,2
2232,4384,1622,626,1393,267,60,42,2
2233,4384,1622,626,1395,189,57,42,5
2234,4385,1622,626,689,286,21,23,2
2235,4385,1622,626,736,310,25,25,5
2236,4385,1622,626,1569,236,52,67,2
2237,4385,1622,626,1551,120,70,72,5
2238,4386,1622,626,973,277,37,37,2
2239,4388,1622,626,116,260,29,21,1
2240,4388,1622,626,115,285,31,21,7
2241,4389,1622,626,769,233,38,39,7
2242,4389,1622,626,713,275,8,9,3
2243,4390,1622,626,561,302,18,20,2
2244,4392,1622,626,843,222,30,32,2
2245,4392,1622,626,845,189,30,31,4
2246,4392,1622,626,1164,182,46,64,5
2247,4395,1622,626,1088,292,22,21,2
2248,4395,1622,626,1287,166,59,43,6
2249,4396,1622,626,940,260,14,18,5
2250,4396,1622,626,281,180,23,21,5
2251,4396,1622,626,278,280,14,12,1
2252,4396,1622,626,277,294,16,13,7
2253,4396,1622,626,421,290,8,9,2
2254,4396,1622,626,486,300,7,8,2
2255,4397,1622,626,1285,317,18,14,5
2256,4397,1622,626,1292,281,16,13,5
2257,4397,1622,626,989,120,17,19,7
2258,4399,1622,626,567,61,51,79,5
2259,4399,1622,626,923,193,21,21,4
2260,4399,1622,626,920,217,20,19,2
2261,4399,1622,626,1413,160,62,52,4
2262,4399,1622,626,1400,211,69,53,2
2263,4402,1622,626,1168,232,47,41,5
2264,4402,1622,626,1151,264,21,20,2
2265,4402,1622,626,841,287,8,9,1
2266,4402,1622,626,843,297,8,9,7
2267,4402,1622,626,740,254,23,24,5
2268,4402,1622,626,270,270,14,10,1
2269,4402,1622,626,270,281,14,13,7
2270,4403,1622,626,1386,273,46,45,3
2271,4404,1622,626,478,362,26,21,5
2272,4404,1622,626,476,343,21,19,4
2273,4404,1622,626,472,385,19,22,5
2274,4404,1622,626,723,378,15,16,4
2275,4405,1622,626,643,142,54,59,4
2276,4405,1622,626,864,262,5,5,6
2277,4405,1622,626,977,279,8,8,2
2278,4406,1622,626,687,276,41,42,2
2279,4407,1622,626,1167,258,5,5,5
2280,4407,1622,626,1162,254,5,4,1
2281,4407,1622,626,1162,259,3,4,7
2282,4410,1622,626,635,256,20,23,5
2283,4410,1622,626,575,254,15,16,2
2284,4411,1622,626,765,254,18,20,2
2285,4412,1622,626,1017,292,26,34,2
2286,4412,1622,626,866,291,19,23,5
2287,4412,1622,626,617,307,5,6,5
2288,4412,1622,626,593,319,6,6,2
2289,4413,1622,626,817,307,8,9,1
2290,4413,1622,626,817,315,8,10,7
2291,4413,1622,626,1217,318,14,19,5
2292,4414,1622,626,1262,233,39,46,1
2293,4414,1622,626,1265,279,41,42,7
2294,4415,1622,626,235,328,21,18,1
2295,4418,1622,626,1022,225,10,9,4
2296,4418,1622,626,1021,237,11,10,2
2297,4418,1622,626,889,238,7,6,5
2298,4418,1622,626,889,246,6,7,5
2299,4418,1622,626,889,259,7,7,2
2300,4420,1622,626,1055,360,61,65,2
2301,4420,1622,626,743,434,8,8,4
2302,4420,1622,626,680,405,6,7,2
2303,4420,1622,626,664,405,7,7,4
2304,4420,1622,626,672,404,6,8,4
2305,4420,1622,626,679,413,7,7,5
2306,4422,1622,626,848,227,19,20,3
2307,4422,1622,626,503,223,21,18,7
2308,4426,1622,626,542,183,51,48,5
2309,4426,1622,626,0,300,37,25,2
2310,4428,1622,626,580,447,10,8,1
2311,4431,1622,626,467,262,38,35,5
2312,4431,1622,626,139,316,26,25,2
2313,4432,1622,626,751,210,26,27,4
2314,4432,1622,626,714,252,17,17,2
2315,4432,1622,626,344,209,39,35,4
2316,4432,1622,626,395,186,27,24,4
2317,4432,1622,626,393,160,29,24,2
2318,4432,1622,626,447,222,18,15,5
2319,4433,1622,626,654,232,11,12,1
2320,4433,1622,626,652,244,14,13,7
2321,4433,1622,626,847,248,8,9,5
2322,4433,1622,626,858,244,9,13,5
2323,4437,1622,626,754,413,21,17,6
2324,4439,1622,626,586,353,23,23,2
2325,4441,1622,626,825,290,8,6,5
2326,4441,1622,626,826,298,7,6,2
2327,4442,1622,626,785,283,22,23,3
2328,4442,1622,626,669,311,11,11,2
2329,4442,1622,626,671,291,9,9,5
2330,4442,1622,626,959,289,8,15,1
2331,4443,1622,626,735,229,25,27,2
2332,4443,1622,626,694,246,21,21,4
2333,4443,1622,626,695,208,20,20,5
2334,4444,1622,626,516,63,86,106,4
2335,4449,1622,626,778,249,11,10,3
2336,4449,1622,626,757,240,7,6,4
2337,4449,1622,626,757,248,7,7,2
2338,4449,1622,626,632,245,14,15,3
2339,4449,1622,626,660,249,7,7,2
2340,4449,1622,626,660,241,7,6,5
2341,4449,1622,626,602,239,7,7,5
2342,4449,1622,626,552,251,8,8,1
2343,4449,1622,626,553,261,8,8,7
2344,4449,1622,626,681,255,5,6,5
2345,4450,1622,626,1059,281,12,14,4
2346,4450,1622,626,1035,296,15,13,5
2347,4450,1622,626,1058,297,15,14,2
2348,4450,1622,626,782,315,8,8,6
2349,4450,1622,626,782,305,8,9,6
2350,4451,1622,626,736,302,7,6,5
2351,4452,1622,626,779,333,7,7,6
2352,4452,1622,626,703,327,5,5,5
2353,4453,1622,626,780,209,45,43,2
2354,4453,1622,626,698,188,30,32,5
2355,4453,1622,626,698,242,31,35,4
2356,4453,1622,626,343,283,10,8,6
2357,4453,1622,626,343,275,9,6,6
2358,4456,1622,626,869,301,15,12,2
2359,4457,1622,626,853,242,8,7,1
2360,4457,1622,626,854,249,7,7,7
2361,4460,1622,626,742,248,28,29,5
2362,4460,1622,626,798,195,44,46,2
2363,4463,1622,626,902,145,63,66,4
2364,4463,1622,626,574,117,19,19,4
2365,4463,1622,626,596,118,18,19,4
2366,4463,1622,626,616,159,19,19,5
2367,4463,1622,626,618,178,16,18,2
2368,4463,1622,626,754,197,16,17,6
2369,4468,1622,626,434,290,11,10,1
2370,4468,1622,626,690,277,10,9,4
2371,4468,1622,626,691,287,8,8,5
2372,4473,1622,626,949,305,11,11,2
2373,4473,1622,626,950,318,11,9,6
2374,4473,1622,626,679,342,8,7,1
2375,4473,1622,626,681,351,6,6,7
2376,4473,1622,626,808,337,5,6,3
2377,4474,1622,626,589,353,10,10,7
2378,4474,1622,626,589,343,11,10,5
2379,4474,1622,626,732,356,11,11,7
2380,4474,1622,626,848,364,12,11,5
2381,4474,1622,626,1132,375,17,17,2
2382,4474,1622,626,137,351,17,14,5
2383,4476,1622,626,679,276,7,8,2
2384,4476,1622,626,681,284,5,6,6
2385,4478,1622,626,382,234,25,22,5
2386,4478,1622,626,293,255,14,13,4
2387,4478,1622,626,751,287,13,12,2
2388,4478,1622,626,815,283,18,14,6
2389,4478,1622,626,816,265,16,16,6
2390,4481,1622,626,836,337,35,33,5
2391,4481,1622,626,661,269,18,18,4
2392,4481,1622,626,657,288,21,20,5
2393,4482,1622,626,504,266,10,10,1
2394,4482,1622,626,503,278,10,10,7
2395,4482,1622,626,701,282,9,9,2
2396,4482,1622,626,914,293,9,9,5
2397,4482,1622,626,570,231,9,9,5
2398,4482,1622,626,1505,243,19,21,2
2399,4482,1622,626,1505,282,17,22,5
2400,4483,1622,626,886,293,7,7,2
2401,4483,1622,626,887,301,7,8,6
2402,4484,1622,626,1185,255,34,25,6
2403,4485,1622,626,578,282,10,10,6
2404,4487,1622,626,986,446,19,21,5
2405,4487,1622,626,936,488,11,11,2
2406,4487,1622,626,822,459,6,7,2
2407,4487,1622,626,821,468,7,6,5
2408,4487,1622,626,813,459,7,7,4
2409,4487,1622,626,805,460,7,7,4
2410,4487,1622,626,890,492,8,7,5
2411,4488,1622,626,548,397,10,10,2
2412,4396,1622,626,282,181,22,20,5
2413,4396,1622,626,278,281,13,13,1
2414,4396,1622,626,277,294,15,12,7
2415,4396,1622,626,938,260,17,19,5
2416,4490,1622,626,797,357,22,22,5
2417,4490,1622,626,689,315,15,15,4
2418,4490,1622,626,689,332,15,15,5
2419,4494,1622,626,194,263,16,18,1
2420,4495,1622,626,1392,132,151,103,5
2421,4495,1622,626,1252,181,69,55,2
2422,4495,1622,626,683,210,28,33,2
2423,4495,1622,626,586,174,27,27,5
2424,4495,1622,626,588,227,29,26,4
2425,4497,1622,626,1258,178,61,57,5
2426,4498,1622,626,829,1,114,37,2
2427,4498,1622,626,827,40,108,80,6
2428,4500,1622,626,346,0,103,87,5
2429,4501,1622,626,592,263,27,26,5
2430,4501,1622,626,535,238,29,27,2
2431,4501,1622,626,1466,259,56,45,2
2432,4502,1622,626,895,235,7,6,1
2433,4502,1622,626,893,240,9,7,7
2434,4503,1622,626,900,304,27,29,4
2435,4503,1622,626,897,334,29,28,2
2436,4504,1622,626,823,363,19,20,2
2437,4504,1622,626,160,359,26,23,1
2438,4505,1622,626,938,299,10,10,4
2439,4506,1622,626,421,335,13,13,5
2440,4507,1622,626,847,321,7,7,5
2441,4507,1622,626,846,331,7,7,5
2442,4507,1622,626,312,287,9,13,1
2443,4508,1622,626,767,259,27,27,2
2444,4508,1622,626,1044,213,52,47,7
2445,4508,1622,626,1046,152,47,54,7
2446,4511,1622,626,803,423,9,8,1
2447,4511,1622,626,803,432,9,9,7
2448,4512,1622,626,780,322,15,14,5
2449,4517,1622,626,1149,220,13,10,4
2450,4517,1622,626,1146,234,14,11,2
2451,4517,1622,626,1161,226,16,15,5
2452,4517,1622,626,998,227,8,8,2
2453,4517,1622,626,998,217,8,9,5
2454,4517,1622,626,959,224,12,12,5
2455,4517,1622,626,586,109,22,26,5
2456,4517,1622,626,744,201,14,12,1
2457,4517,1622,626,744,216,12,13,7
2458,4517,1622,626,1446,289,60,48,7
2459,4518,1622,626,616,218,10,10,4
2460,4518,1622,626,638,217,12,11,4
2461,4518,1622,626,684,214,9,8,4
2462,4518,1622,626,740,213,9,8,4
2463,4518,1622,626,779,212,8,9,4
2464,4518,1622,626,571,263,8,7,1
2465,4518,1622,626,571,271,9,8,7
2466,4518,1622,626,717,261,8,7,5
2467,4518,1622,626,716,253,8,7,2
2468,4518,1622,626,800,267,5,5,2
2469,4519,1622,626,901,143,42,65,5
2470,4519,1622,626,747,129,47,59,2
2471,4520,1622,626,831,336,10,8,2
2472,4520,1622,626,831,326,9,9,5
2473,4521,1622,626,694,277,9,7,2
2474,4521,1622,626,696,285,7,7,6
2475,4522,1622,626,651,181,60,60,3
2476,4522,1622,626,812,228,8,9,1
2477,4522,1622,626,811,238,9,10,7
2478,4522,1622,626,928,244,8,8,4
2479,4522,1622,626,927,222,10,10,5
2480,4522,1622,626,1056,240,7,8,2
2481,4522,1622,626,1068,236,7,8,5
2482,4522,1622,626,1061,234,6,6,5
2483,4523,1622,626,554,320,34,35,4
2484,4523,1622,626,582,278,20,25,2
2485,4523,1622,626,553,248,34,34,5
2486,4523,1622,626,294,248,26,23,1
2487,4523,1622,626,293,273,23,23,7
2488,4523,1622,626,976,294,27,26,5
2489,4523,1622,626,888,288,20,21,2
2490,4527,1622,626,884,180,34,35,2
2491,4527,1622,626,877,143,34,35,4
2492,4527,1622,626,529,271,16,15,6
2493,4527,1622,626,530,287,16,13,6
2494,4529,1622,626,378,189,14,30,1
2495,4529,1622,626,376,221,17,32,7
2496,4529,1622,626,984,249,16,26,1
2497,4529,1622,626,983,276,13,24,7
2498,4529,1622,626,740,268,9,9,2
2499,4532,1622,626,1298,152,65,69,5
2500,4532,1622,626,705,278,7,6,1
2501,4532,1622,626,706,285,6,6,7
2502,4533,1622,626,396,344,18,15,5
2503,4533,1622,626,452,381,11,9,5
2504,4533,1622,626,608,400,15,14,6
2505,4536,1622,626,904,86,80,90,4
2506,4538,1622,626,415,368,10,9,5
2507,4541,1622,626,903,239,43,38,6
2508,4541,1622,626,903,190,48,45,2
2509,4541,1622,626,792,278,10,11,5
2510,4542,1622,626,637,360,20,21,1
2511,4542,1622,626,634,382,21,21,7
2512,4542,1622,626,313,372,14,12,5
2513,4544,1622,626,753,250,11,11,2
2514,4546,1622,626,804,208,28,27,2
2515,4550,1622,626,755,212,22,26,4
2516,4550,1622,626,787,216,20,17,4
2517,4550,1622,626,788,196,19,19,2
2518,4550,1622,626,1007,238,18,19,4
2519,4550,1622,626,1004,260,18,14,6
2520,4550,1622,626,236,194,29,30,1
2521,4550,1622,626,241,224,25,32,7
2522,4550,1622,626,834,265,10,8,6
2523,4551,1622,626,847,228,26,24,2
2524,4553,1622,626,1080,223,83,90,2
2525,4556,1622,626,643,226,22,22,4
2526,4556,1622,626,646,252,22,21,5
2527,4556,1622,626,1394,143,67,58,4
2528,4559,1622,626,722,308,6,6,1
2529,4559,1622,626,721,315,7,6,7
2530,4559,1622,626,294,316,6,7,1
2531,4559,1622,626,293,324,6,7,7
2532,4560,1622,626,515,192,74,63,6
2533,4561,1622,626,955,219,24,25,2
2534,4562,1622,626,565,405,11,9,1
2535,4562,1622,626,1553,296,68,81,2
2536,4563,1622,626,833,202,32,33,2
2537,4566,1622,626,568,234,15,17,1
2538,4566,1622,626,568,252,15,16,7
2539,4566,1622,626,834,242,12,14,4
2540,4566,1622,626,842,238,9,12,4
2541,4566,1622,626,842,225,11,12,2
2542,4566,1622,626,985,253,12,12,4
2543,4566,1622,626,983,266,12,11,6
2544,4567,1622,626,918,416,17,18,2
2545,4567,1622,626,622,437,7,8,1
2546,4568,1622,626,965,269,40,42,5
2547,4568,1622,626,1062,155,55,51,2
2548,4569,1622,626,973,133,51,54,5
2549,4569,1622,626,1039,125,53,53,5
2550,4570,1622,626,1010,188,15,14,4
2551,4570,1622,626,1010,205,14,14,5
2552,4570,1622,626,1008,227,17,17,2
2553,4570,1622,626,1313,189,24,20,5
2554,4570,1622,626,1548,151,38,30,2
2555,4570,1622,626,1551,116,39,32,4
2556,4570,1622,626,649,214,13,13,1
2557,4570,1622,626,649,229,15,13,7
2558,4573,1622,626,886,297,12,12,2
2559,4573,1622,626,886,309,12,9,6
2560,4574,1622,626,807,305,39,39,5
2561,4574,1622,626,629,284,34,32,4
2562,4574,1622,626,629,320,33,33,5
2563,4575,1622,626,693,246,33,33,2
2564,4575,1622,626,690,284,36,30,6
2565,4580,1622,626,1008,268,31,31,2
2566,4580,1622,626,1008,300,33,25,6
2567,4581,1622,626,295,140,42,33,4
2568,4581,1622,626,294,176,41,32,2
2569,4581,1622,626,296,258,45,34,5
2570,4581,1622,626,664,198,30,31,4
2571,4581,1622,626,663,234,31,33,2
2572,4582,1622,626,601,262,17,21,1
2573,4582,1622,626,1178,286,24,21,2
2574,4583,1622,626,751,341,10,8,2
2575,4587,1622,626,746,297,12,10,6
2576,4587,1622,626,746,285,14,10,6
2577,4588,1622,626,1061,237,40,58,5
2578,4590,1622,626,281,0,91,107,4
2579,4590,1622,626,655,138,37,40,4
2580,4590,1622,626,653,98,39,40,2
2581,4590,1622,626,804,259,15,12,6
2582,4590,1622,626,1141,230,44,36,6
2583,4590,1622,626,1146,185,44,40,4
2584,4591,1622,626,845,254,34,35,2
2585,4591,1622,626,846,186,33,36,5
2586,4592,1622,626,879,260,10,27,5
2587,4595,1622,626,1171,287,16,14,2
2588,4595,1622,626,1170,301,16,13,5
2589,4595,1622,626,1003,295,12,11,6
2590,4596,1622,626,688,305,24,21,4
2591,4596,1622,626,691,261,21,24,5
2592,4596,1622,626,1194,330,17,15,4
2593,4596,1622,626,1259,250,40,32,5
2594,4596,1622,626,608,304,19,19,2
2595,4598,1622,626,1189,220,33,41,5
2596,4598,1622,626,788,310,13,14,2
2597,4599,1622,626,736,271,8,8,2
2598,4600,1622,626,970,226,17,17,6
2599,4600,1622,626,817,187,10,10,4
2600,4600,1622,626,817,199,10,11,5
2601,4600,1622,626,575,216,15,15,6
2602,4602,1622,626,269,233,17,14,5
2603,4602,1622,626,432,258,14,12,6
2604,4603,1622,626,1050,195,20,19,5
2605,4603,1622,626,640,236,5,6,5
2606,4603,1622,626,653,235,5,6,5
2607,4606,1622,626,693,294,6,6,1
2608,4606,1622,626,692,301,6,5,7
2609,4609,1622,626,772,316,15,13,2
2610,4609,1622,626,774,330,13,11,6
2611,4612,1622,626,826,217,27,29,3
2612,4612,1622,626,856,232,6,7,1
2613,4612,1622,626,855,241,8,8,7
2614,4612,1622,626,959,228,7,8,5
2615,4612,1622,626,957,245,8,8,4
2616,4612,1622,626,1073,244,6,6,2
2617,4616,1622,626,940,205,15,16,5
2618,4616,1622,626,990,210,13,9,2
2619,4616,1622,626,991,197,11,11,4
2620,4616,1622,626,1174,188,16,14,4
2621,4616,1622,626,1172,203,16,16,2
2622,4616,1622,626,1196,191,24,19,5
2623,4616,1622,626,261,20,37,47,5
2624,4617,1622,626,921,307,8,7,3
2625,4618,1622,626,460,107,51,52,2
2626,4620,1622,626,774,203,8,7,3
2627,4620,1622,626,609,195,9,9,7
2628,4621,1622,626,596,217,43,44,2
2629,4621,1622,626,593,267,44,42,5
2630,4622,1622,626,69,248,23,16,5
2631,4622,1622,626,285,278,17,13,6
2632,4623,1622,626,841,235,15,14,3
2633,4623,1622,626,827,235,6,6,1
2634,4623,1622,626,907,246,6,6,4
2635,4623,1622,626,907,232,6,6,5
2636,4624,1622,626,1190,283,11,13,5
2637,4624,1622,626,575,294,9,8,1
2638,4624,1622,626,574,303,10,9,7
2639,4626,1622,626,509,311,14,13,5
2640,4627,1622,626,1505,207,24,24,5
2641,4627,1622,626,1320,231,25,26,5
2642,4627,1622,626,1182,248,15,14,5
2643,4627,1622,626,993,252,10,9,3
2644,4627,1622,626,994,240,9,9,5
2645,4627,1622,626,921,237,17,18,1
2646,4627,1622,626,920,258,18,18,7
2647,4627,1622,626,831,207,12,12,1
2648,4627,1622,626,767,206,11,12,1
2649,4627,1622,626,703,204,12,12,1
2650,4627,1622,626,607,202,12,12,1
2651,4627,1622,626,477,236,18,20,1
2652,4627,1622,626,468,200,14,13,1
2653,4627,1622,626,388,199,14,15,1
2654,4627,1622,626,321,200,15,15,1
2655,4628,1622,626,724,386,19,20,2
2656,4628,1622,626,722,410,20,21,5
2657,4629,1622,626,1562,227,28,25,5
2658,4629,1622,626,1361,244,17,17,5
2659,4629,1622,626,1095,232,17,20,1
2660,4629,1622,626,1092,253,20,21,7
2661,4629,1622,626,994,231,7,8,5
2662,4629,1622,626,994,240,6,7,5
2663,4629,1622,626,970,202,11,12,1
2664,4629,1622,626,904,200,12,13,1
2665,4629,1622,626,839,198,12,13,1
2666,4629,1622,626,743,194,14,13,1
2667,4629,1622,626,643,228,19,21,1
2668,4629,1622,626,600,190,14,13,1
2669,4629,1622,626,519,189,14,14,1
2670,4629,1622,626,450,189,15,14,1
2671,4630,1622,626,1532,149,49,76,1
2672,4630,1622,626,1161,207,31,26,5
2673,4630,1622,626,1122,207,19,16,4
2674,4630,1622,626,1119,225,22,19,2
2675,4630,1622,626,914,218,12,11,2
2676,4630,1622,626,915,204,12,11,4
2677,4630,1622,626,839,201,21,20,5
2678,4631,1622,626,998,271,32,26,6
2679,4631,1622,626,899,292,7,6,3
2680,4632,1622,626,458,154,32,31,5
2681,4632,1622,626,260,151,41,34,5
2682,4633,1622,626,1079,252,20,16,6
2683,4633,1622,626,1060,265,14,13,2
2684,4635,1622,626,1225,248,20,19,5
2685,4637,1622,626,920,289,35,36,2
2686,4638,1622,626,750,260,9,8,2
2687,4639,1622,626,225,61,92,76,5
2688,4644,1622,626,770,206,37,36,2
2689,4646,1622,626,299,342,8,9,1
2690,4649,1622,626,628,247,48,40,6
2691,4650,1622,626,680,235,24,25,2
2692,4650,1622,626,686,261,16,15,6
2693,4650,1622,626,632,250,9,9,5
2694,4650,1622,626,591,249,9,9,5
2695,4650,1622,626,549,248,10,11,5
2696,4651,1622,626,797,255,34,40,2
2697,4651,1622,626,86,283,34,38,1
2698,4652,1622,626,373,296,12,15,1
2699,4652,1622,626,142,297,18,13,5
2700,4653,1622,626,960,224,57,55,2
2701,4654,1622,626,1083,237,29,30,5
2702,4654,1622,626,1073,201,34,30,5
2703,4654,1622,626,851,319,8,7,2
2704,4657,1622,626,796,199,41,44,2
2705,4660,1622,626,956,274,18,20,5
2706,4660,1622,626,954,251,19,20,5
2707,4660,1622,626,934,250,18,19,5
2708,4660,1622,626,910,249,20,20,5
2709,4660,1622,626,887,249,20,19,5
2710,4660,1622,626,888,270,20,22,5
2711,4660,1622,626,911,272,19,20,5
2712,4660,1622,626,932,272,20,21,5
2713,4660,1622,626,718,401,6,7,7
2714,4660,1622,626,617,391,6,7,4
2715,4660,1622,626,617,400,6,7,7
2716,4661,1622,626,792,259,19,19,4
2717,4661,1622,626,790,282,22,21,5
2718,4661,1622,626,1224,138,108,86,5
2719,4662,1622,626,334,92,31,32,4
2720,4662,1622,626,335,130,31,34,5
2721,4663,1622,626,530,265,32,28,4
2722,4663,1622,626,494,263,33,30,4
2723,4663,1622,626,564,267,32,29,2
2724,4663,1622,626,562,301,32,31,5
2725,4664,1622,626,978,245,58,75,2
2726,4665,1622,626,583,142,41,44,5
2727,4665,1622,626,577,218,40,45,2
2728,4666,1622,626,810,244,25,26,4
2729,4667,1622,626,851,261,16,16,6
2730,4667,1622,626,1041,270,18,15,6
2731,4668,1622,626,875,162,18,18,6
2732,4668,1622,626,928,171,41,38,4
2733,4670,1622,626,1015,168,66,69,5
2734,4670,1622,626,933,176,58,67,2
2735,4670,1622,626,695,266,16,16,4
2736,4671,1622,626,778,217,22,20,5
2737,4671,1622,626,701,204,17,17,2
2738,4671,1622,626,181,119,37,43,2
2739,4671,1622,626,250,132,39,36,5
2740,4672,1622,626,1110,255,26,24,4
2741,4672,1622,626,754,256,12,12,4
2742,4672,1622,626,754,271,12,12,5
2743,4673,1622,626,730,258,5,6,1
2744,4675,1622,626,940,320,11,11,5
2745,4675,1622,626,691,307,10,8,6
2746,4675,1622,626,691,297,11,9,2
2747,4675,1622,626,503,218,11,14,5
2748,4676,1622,626,843,330,15,17,4
2749,4676,1622,626,841,350,17,19,2
2750,4676,1622,626,364,289,41,45,4
2751,4676,1622,626,386,195,48,45,4
2752,4677,1622,626,698,262,9,11,2
2753,4679,1622,626,10,258,22,21,1
2754,4680,1622,626,890,281,11,11,3
2755,4680,1622,626,890,275,11,9,2
2756,4680,1622,626,891,269,10,10,5
2757,4680,1622,626,891,263,10,8,5
2758,4684,1622,626,1448,151,82,70,2
2759,4685,1622,626,502,274,40,33,6
2760,4685,1622,626,810,348,10,10,6
2761,4685,1622,626,716,340,8,9,5
2762,4686,1622,626,643,297,23,23,2
2763,4687,1622,626,935,171,37,45,5
2764,4687,1622,626,749,165,24,28,2
2765,4688,1622,626,833,342,46,41,6
2766,4688,1622,626,832,290,50,48,2
2767,4688,1622,626,672,372,17,16,5
2768,4688,1622,626,673,352,17,17,5
2769,4690,1622,626,882,277,51,44,6
2770,4691,1622,626,1097,208,37,36,4
2771,4691,1622,626,1093,246,43,36,2
2772,4691,1622,626,1458,136,105,88,5
2773,4692,1622,626,1335,81,125,101,2
2774,4692,1622,626,1335,194,116,100,4
2775,4692,1622,626,95,167,48,47,1
2776,4692,1622,626,97,219,45,49,7
2777,4693,1622,626,1310,244,85,70,6
2778,4694,1622,626,1175,262,65,47,6
2779,4694,1622,626,1036,365,8,7,2
2780,4695,1622,626,535,237,32,28,3
2781,4695,1622,626,479,258,11,11,1
2782,4695,1622,626,480,270,12,11,7
2783,4695,1622,626,799,260,16,16,3
2784,4695,1622,626,757,262,11,10,2
2785,4695,1622,626,758,251,10,10,4
2786,4695,1622,626,629,248,9,9,4
2787,4695,1622,626,629,259,10,10,2
2788,4695,1622,626,662,270,6,7,5
2789,4695,1622,626,742,272,4,5,5
2790,4696,1622,626,839,179,12,14,4
2791,4696,1622,626,829,169,9,8,6
2792,4696,1622,626,296,37,78,71,6
2793,4696,1622,626,280,0,86,29,2
2794,4697,1622,626,668,343,6,6,6
2795,4697,1622,626,674,347,4,4,5
2796,4700,1622,626,522,401,15,13,1
2797,4702,1622,626,818,218,18,20,5
2798,4702,1622,626,820,192,19,22,2
2799,4704,1622,626,824,474,4,5,5
2800,4704,1622,626,818,474,4,5,5
2801,4706,1622,626,1066,252,92,96,3
2802,4706,1622,626,1056,56,89,84,3
2803,4706,1622,626,885,287,27,33,5
2804,4706,1622,626,677,316,13,14,2
2805,4706,1622,626,438,327,6,11,1
2806,4708,1622,626,268,225,28,37,4
2807,4708,1622,626,972,310,9,8,6
2808,4708,1622,626,1041,302,10,10,2
2809,4709,1622,626,1005,272,12,11,5
2810,4710,1622,626,938,288,11,11,4
2811,4710,1622,626,938,300,12,11,2
2812,4710,1622,626,970,294,13,12,5
2813,4710,1622,626,1337,289,15,23,2
2814,4712,1622,626,449,287,40,38,5
2815,4712,1622,626,714,421,14,13,2
2816,4713,1622,626,702,156,48,53,2
2817,4715,1622,626,480,5,33,48,4
2818,4715,1622,626,478,61,35,51,5
2819,4715,1622,626,1130,335,6,8,6
2820,4717,1622,626,755,392,20,19,4
2821,4719,1622,626,1078,271,17,11,6
2822,4719,1622,626,892,277,8,8,5
